Central Profile,,,Eastern Profile,,,Western Profile,,
-8003060.379,5738696.111,2.736334838,-7911118.379,5746634.111,2.736334838,-8103602.379,5726790.111,2.736334838
-8003073.968,5738795.183,2.736749152,-7911131.968,5746733.183,2.736749152,-8103615.968,5726889.183,2.736749152
-8003087.557,5738894.255,2.737163403,-7911145.557,5746832.255,2.737163403,-8103629.557,5726988.255,2.737163403
-8003101.145,5738993.328,2.737577591,-7911159.145,5746931.328,2.737577591,-8103643.145,5727087.328,2.737577591
-8003114.734,5739092.4,2.737991716,-7911172.734,5747030.4,2.737991716,-8103656.734,5727186.4,2.737991716
-8003128.323,5739191.473,2.738405779,-7911186.323,5747129.473,2.738405779,-8103670.323,5727285.473,2.738405779
-8003141.912,5739290.545,2.73881978,-7911199.912,5747228.545,2.73881978,-8103683.912,5727384.545,2.73881978
-8003155.501,5739389.617,2.739233718,-7911213.501,5747327.617,2.739233718,-8103697.501,5727483.617,2.739233718
-8003169.09,5739488.69,2.739647593,-7911227.09,5747426.69,2.739647593,-8103711.09,5727582.69,2.739647593
-8003182.679,5739587.762,2.740061406,-7911240.679,5747525.762,2.740061406,-8103724.679,5727681.762,2.740061406
-8003196.267,5739686.835,2.740475156,-7911254.267,5747624.835,2.740475156,-8103738.267,5727780.835,2.740475156
-8003209.856,5739785.907,2.740888844,-7911267.856,5747723.907,2.740888844,-8103751.856,5727879.907,2.740888844
-8003223.445,5739884.98,2.741302469,-7911281.445,5747822.98,2.741302469,-8103765.445,5727978.98,2.741302469
-8003237.034,5739984.052,2.741716032,-7911295.034,5747922.052,2.741716032,-8103779.034,5728078.052,2.741716032
-8003250.623,5740083.124,2.742129533,-7911308.623,5748021.124,2.742129533,-8103792.623,5728177.124,2.742129533
-8003264.212,5740182.197,2.742542971,-7911322.212,5748120.197,2.742542971,-8103806.212,5728276.197,2.742542971
-8003277.8,5740281.269,2.742956347,-7911335.8,5748219.269,2.742956347,-8103819.8,5728375.269,2.742956347
-8003291.389,5740380.342,2.743369661,-7911349.389,5748318.342,2.743369661,-8103833.389,5728474.342,2.743369661
-8003304.978,5740479.414,2.743782913,-7911362.978,5748417.414,2.743782913,-8103846.978,5728573.414,2.743782913
-8003318.567,5740578.486,2.744196102,-7911376.567,5748516.486,2.744196102,-8103860.567,5728672.486,2.744196102
-8003332.156,5740677.559,2.744609229,-7911390.156,5748615.559,2.744609229,-8103874.156,5728771.559,2.744609229
-8003345.745,5740776.631,2.745022294,-7911403.745,5748714.631,2.745022294,-8103887.745,5728870.631,2.745022294
-8003359.334,5740875.704,2.745435296,-7911417.334,5748813.704,2.745435296,-8103901.334,5728969.704,2.745435296
-8003372.922,5740974.776,2.745848237,-7911430.922,5748912.776,2.745848237,-8103914.922,5729068.776,2.745848237
-8003386.511,5741073.848,2.746261115,-7911444.511,5749011.848,2.746261115,-8103928.511,5729167.848,2.746261115
-8003400.1,5741172.921,2.746673932,-7911458.1,5749110.921,2.746673932,-8103942.1,5729266.921,2.746673932
-8003413.689,5741271.993,2.747086686,-7911471.689,5749209.993,2.747086686,-8103955.689,5729365.993,2.747086686
-8003427.278,5741371.066,2.747499378,-7911485.278,5749309.066,2.747499378,-8103969.278,5729465.066,2.747499378
-8003440.867,5741470.138,2.747912009,-7911498.867,5749408.138,2.747912009,-8103982.867,5729564.138,2.747912009
-8003454.456,5741569.211,2.748324577,-7911512.456,5749507.211,2.748324577,-8103996.456,5729663.211,2.748324577
-8003468.044,5741668.283,2.748737084,-7911526.044,5749606.283,2.748737084,-8104010.044,5729762.283,2.748737084
-8003481.633,5741767.355,2.749149528,-7911539.633,5749705.355,2.749149528,-8104023.633,5729861.355,2.749149528
-8003495.222,5741866.428,2.749561911,-7911553.222,5749804.428,2.749561911,-8104037.222,5729960.428,2.749561911
-8003508.811,5741965.5,2.749974232,-7911566.811,5749903.5,2.749974232,-8104050.811,5730059.5,2.749974232
-8003522.4,5742064.573,2.750386491,-7911580.4,5750002.573,2.750386491,-8104064.4,5730158.573,2.750386491
-8003535.989,5742163.645,2.750798688,-7911593.989,5750101.645,2.750798688,-8104077.989,5730257.645,2.750798688
-8003549.577,5742262.717,2.751210824,-7911607.577,5750200.717,2.751210824,-8104091.577,5730356.717,2.751210824
-8003563.166,5742361.79,2.751622898,-7911621.166,5750299.79,2.751622898,-8104105.166,5730455.79,2.751622898
-8003576.755,5742460.862,2.75203491,-7911634.755,5750398.862,2.75203491,-8104118.755,5730554.862,2.75203491
-8003590.344,5742559.935,2.75244686,-7911648.344,5750497.935,2.75244686,-8104132.344,5730653.935,2.75244686
-8003603.933,5742659.007,2.752858749,-7911661.933,5750597.007,2.752858749,-8104145.933,5730753.007,2.752858749
-8003617.522,5742758.08,2.753270576,-7911675.522,5750696.08,2.753270576,-8104159.522,5730852.08,2.753270576
-8003631.111,5742857.152,2.753682342,-7911689.111,5750795.152,2.753682342,-8104173.111,5730951.152,2.753682342
-8003644.699,5742956.224,2.754094046,-7911702.699,5750894.224,2.754094046,-8104186.699,5731050.224,2.754094046
-8003658.288,5743055.297,2.754505688,-7911716.288,5750993.297,2.754505688,-8104200.288,5731149.297,2.754505688
-8003671.877,5743154.369,2.754917269,-7911729.877,5751092.369,2.754917269,-8104213.877,5731248.369,2.754917269
-8003685.466,5743253.442,2.755328789,-7911743.466,5751191.442,2.755328789,-8104227.466,5731347.442,2.755328789
-8003699.055,5743352.514,2.755740247,-7911757.055,5751290.514,2.755740247,-8104241.055,5731446.514,2.755740247
-8003712.644,5743451.586,2.756151644,-7911770.644,5751389.586,2.756151644,-8104254.644,5731545.586,2.756151644
-8003726.232,5743550.659,2.756562979,-7911784.232,5751488.659,2.756562979,-8104268.232,5731644.659,2.756562979
-8003739.821,5743649.731,2.756974253,-7911797.821,5751587.731,2.756974253,-8104281.821,5731743.731,2.756974253
-8003753.41,5743748.804,2.757385465,-7911811.41,5751686.804,2.757385465,-8104295.41,5731842.804,2.757385465
-8003766.999,5743847.876,2.757796616,-7911824.999,5751785.876,2.757796616,-8104308.999,5731941.876,2.757796616
-8003780.588,5743946.948,2.758207706,-7911838.588,5751884.948,2.758207706,-8104322.588,5732040.948,2.758207706
-8003794.177,5744046.021,2.758618735,-7911852.177,5751984.021,2.758618735,-8104336.177,5732140.021,2.758618735
-8003807.766,5744145.093,2.759029702,-7911865.766,5752083.093,2.759029702,-8104349.766,5732239.093,2.759029702
-8003821.354,5744244.166,2.759440608,-7911879.354,5752182.166,2.759440608,-8104363.354,5732338.166,2.759440608
-8003834.943,5744343.238,2.759851453,-7911892.943,5752281.238,2.759851453,-8104376.943,5732437.238,2.759851453
-8003848.532,5744442.311,2.760262237,-7911906.532,5752380.311,2.760262237,-8104390.532,5732536.311,2.760262237
-8003862.121,5744541.383,2.76067296,-7911920.121,5752479.383,2.76067296,-8104404.121,5732635.383,2.76067296
-8003875.71,5744640.455,2.761083622,-7911933.71,5752578.455,2.761083622,-8104417.71,5732734.455,2.761083622
-8003889.299,5744739.528,2.761494222,-7911947.299,5752677.528,2.761494222,-8104431.299,5732833.528,2.761494222
-8003902.888,5744838.6,2.761904762,-7911960.888,5752776.6,2.761904762,-8104444.888,5732932.6,2.761904762
-8003916.476,5744937.673,2.76231524,-7911974.476,5752875.673,2.76231524,-8104458.476,5733031.673,2.76231524
-8003930.065,5745036.745,2.762725658,-7911988.065,5752974.745,2.762725658,-8104472.065,5733130.745,2.762725658
-8003943.654,5745135.817,2.763136015,-7912001.654,5753073.817,2.763136015,-8104485.654,5733229.817,2.763136015
-8003957.243,5745234.89,2.76354631,-7912015.243,5753172.89,2.76354631,-8104499.243,5733328.89,2.76354631
-8003970.832,5745333.962,2.763956545,-7912028.832,5753271.962,2.763956545,-8104512.832,5733427.962,2.763956545
-8003984.421,5745433.035,2.764366719,-7912042.421,5753371.035,2.764366719,-8104526.421,5733527.035,2.764366719
-8003998.009,5745532.107,2.764776832,-7912056.009,5753470.107,2.764776832,-8104540.009,5733626.107,2.764776832
-8004011.598,5745631.18,2.765186884,-7912069.598,5753569.18,2.765186884,-8104553.598,5733725.18,2.765186884
-8004025.187,5745730.252,2.765596875,-7912083.187,5753668.252,2.765596875,-8104567.187,5733824.252,2.765596875
-8004038.776,5745829.324,2.766006806,-7912096.776,5753767.324,2.766006806,-8104580.776,5733923.324,2.766006806
-8004052.365,5745928.397,2.766416676,-7912110.365,5753866.397,2.766416676,-8104594.365,5734022.397,2.766416676
-8004065.954,5746027.469,2.766826485,-7912123.954,5753965.469,2.766826485,-8104607.954,5734121.469,2.766826485
-8004079.543,5746126.542,2.767236233,-7912137.543,5754064.542,2.767236233,-8104621.543,5734220.542,2.767236233
-8004093.131,5746225.614,2.767645921,-7912151.131,5754163.614,2.767645921,-8104635.131,5734319.614,2.767645921
-8004106.72,5746324.686,2.768055548,-7912164.72,5754262.686,2.768055548,-8104648.72,5734418.686,2.768055548
-8004120.309,5746423.759,2.768465115,-7912178.309,5754361.759,2.768465115,-8104662.309,5734517.759,2.768465115
-8004133.898,5746522.831,2.768874621,-7912191.898,5754460.831,2.768874621,-8104675.898,5734616.831,2.768874621
-8004147.487,5746621.904,2.769284066,-7912205.487,5754559.904,2.769284066,-8104689.487,5734715.904,2.769284066
-8004161.076,5746720.976,2.769693451,-7912219.076,5754658.976,2.769693451,-8104703.076,5734814.976,2.769693451
-8004174.665,5746820.048,2.770102776,-7912232.665,5754758.048,2.770102776,-8104716.665,5734914.048,2.770102776
-8004188.253,5746919.121,2.77051204,-7912246.253,5754857.121,2.77051204,-8104730.253,5735013.121,2.77051204
-8004201.842,5747018.193,2.770921243,-7912259.842,5754956.193,2.770921243,-8104743.842,5735112.193,2.770921243
-8004215.431,5747117.266,2.771330386,-7912273.431,5755055.266,2.771330386,-8104757.431,5735211.266,2.771330386
-8004229.02,5747216.338,2.771739469,-7912287.02,5755154.338,2.771739469,-8104771.02,5735310.338,2.771739469
-8004242.609,5747315.411,2.772148491,-7912300.609,5755253.411,2.772148491,-8104784.609,5735409.411,2.772148491
-8004256.198,5747414.483,2.772557453,-7912314.198,5755352.483,2.772557453,-8104798.198,5735508.483,2.772557453
-8004269.786,5747513.555,2.772966355,-7912327.786,5755451.555,2.772966355,-8104811.786,5735607.555,2.772966355
-8004283.375,5747612.628,2.773375196,-7912341.375,5755550.628,2.773375196,-8104825.375,5735706.628,2.773375196
-8004296.964,5747711.7,2.773783977,-7912354.964,5755649.7,2.773783977,-8104838.964,5735805.7,2.773783977
-8004310.553,5747810.773,2.774192698,-7912368.553,5755748.773,2.774192698,-8104852.553,5735904.773,2.774192698
-8004324.142,5747909.845,2.774601358,-7912382.142,5755847.845,2.774601358,-8104866.142,5736003.845,2.774601358
-8004337.731,5748008.917,2.775009959,-7912395.731,5755946.917,2.775009959,-8104879.731,5736102.917,2.775009959
-8004351.32,5748107.99,2.775418499,-7912409.32,5756045.99,2.775418499,-8104893.32,5736201.99,2.775418499
-8004364.908,5748207.062,2.775826979,-7912422.908,5756145.062,2.775826979,-8104906.908,5736301.062,2.775826979
-8004378.497,5748306.135,2.776235399,-7912436.497,5756244.135,2.776235399,-8104920.497,5736400.135,2.776235399
-8004392.086,5748405.207,2.776643759,-7912450.086,5756343.207,2.776643759,-8104934.086,5736499.207,2.776643759
-8004405.675,5748504.28,2.777052059,-7912463.675,5756442.28,2.777052059,-8104947.675,5736598.28,2.777052059
-8004419.264,5748603.352,2.777460299,-7912477.264,5756541.352,2.777460299,-8104961.264,5736697.352,2.777460299
-8004432.853,5748702.424,2.777868479,-7912490.853,5756640.424,2.777868479,-8104974.853,5736796.424,2.777868479
-8004446.441,5748801.497,2.778276599,-7912504.441,5756739.497,2.778276599,-8104988.441,5736895.497,2.778276599
-8004460.03,5748900.569,2.778684659,-7912518.03,5756838.569,2.778684659,-8105002.03,5736994.569,2.778684659
-8004473.619,5748999.642,2.779092659,-7912531.619,5756937.642,2.779092659,-8105015.619,5737093.642,2.779092659
-8004487.208,5749098.714,2.7795006,-7912545.208,5757036.714,2.7795006,-8105029.208,5737192.714,2.7795006
-8004500.797,5749197.786,2.77990848,-7912558.797,5757135.786,2.77990848,-8105042.797,5737291.786,2.77990848
-8004514.386,5749296.859,2.7803163,-7912572.386,5757234.859,2.7803163,-8105056.386,5737390.859,2.7803163
-8004527.975,5749395.931,2.780724061,-7912585.975,5757333.931,2.780724061,-8105069.975,5737489.931,2.780724061
-8004541.563,5749495.004,2.781131762,-7912599.563,5757433.004,2.781131762,-8105083.563,5737589.004,2.781131762
-8004555.152,5749594.076,2.781539403,-7912613.152,5757532.076,2.781539403,-8105097.152,5737688.076,2.781539403
-8004568.741,5749693.148,2.781946985,-7912626.741,5757631.148,2.781946985,-8105110.741,5737787.148,2.781946985
-8004582.33,5749792.221,2.782354506,-7912640.33,5757730.221,2.782354506,-8105124.33,5737886.221,2.782354506
-8004595.919,5749891.293,2.782761968,-7912653.919,5757829.293,2.782761968,-8105137.919,5737985.293,2.782761968
-8004609.508,5749990.366,2.783169371,-7912667.508,5757928.366,2.783169371,-8105151.508,5738084.366,2.783169371
-8004623.097,5750089.438,2.783576713,-7912681.097,5758027.438,2.783576713,-8105165.097,5738183.438,2.783576713
-8004636.685,5750188.511,2.783983997,-7912694.685,5758126.511,2.783983997,-8105178.685,5738282.511,2.783983997
-8004650.274,5750287.583,2.78439122,-7912708.274,5758225.583,2.78439122,-8105192.274,5738381.583,2.78439122
-8004663.863,5750386.655,2.784798384,-7912721.863,5758324.655,2.784798384,-8105205.863,5738480.655,2.784798384
-8004677.452,5750485.728,2.785205489,-7912735.452,5758423.728,2.785205489,-8105219.452,5738579.728,2.785205489
-8004691.041,5750584.8,2.785612534,-7912749.041,5758522.8,2.785612534,-8105233.041,5738678.8,2.785612534
-8004704.63,5750683.873,2.786019519,-7912762.63,5758621.873,2.786019519,-8105246.63,5738777.873,2.786019519
-8004718.218,5750782.945,2.786426445,-7912776.218,5758720.945,2.786426445,-8105260.218,5738876.945,2.786426445
-8004731.807,5750882.017,2.786833312,-7912789.807,5758820.017,2.786833312,-8105273.807,5738976.017,2.786833312
-8004745.396,5750981.09,2.787240119,-7912803.396,5758919.09,2.787240119,-8105287.396,5739075.09,2.787240119
-8004758.985,5751080.162,2.787646867,-7912816.985,5759018.162,2.787646867,-8105300.985,5739174.162,2.787646867
-8004772.574,5751179.235,2.788053556,-7912830.574,5759117.235,2.788053556,-8105314.574,5739273.235,2.788053556
-8004786.163,5751278.307,2.788460185,-7912844.163,5759216.307,2.788460185,-8105328.163,5739372.307,2.788460185
-8004799.752,5751377.38,2.788866755,-7912857.752,5759315.38,2.788866755,-8105341.752,5739471.38,2.788866755
-8004813.34,5751476.452,2.789273266,-7912871.34,5759414.452,2.789273266,-8105355.34,5739570.452,2.789273266
-8004826.929,5751575.524,2.789679717,-7912884.929,5759513.524,2.789679717,-8105368.929,5739669.524,2.789679717
-8004840.518,5751674.597,2.79008611,-7912898.518,5759612.597,2.79008611,-8105382.518,5739768.597,2.79008611
-8004854.107,5751773.669,2.790492443,-7912912.107,5759711.669,2.790492443,-8105396.107,5739867.669,2.790492443
-8004867.696,5751872.742,2.790898717,-7912925.696,5759810.742,2.790898717,-8105409.696,5739966.742,2.790898717
-8004881.285,5751971.814,2.791304931,-7912939.285,5759909.814,2.791304931,-8105423.285,5740065.814,2.791304931
-8004894.873,5752070.886,2.791711087,-7912952.873,5760008.886,2.791711087,-8105436.873,5740164.886,2.791711087
-8004908.462,5752169.959,2.792117184,-7912966.462,5760107.959,2.792117184,-8105450.462,5740263.959,2.792117184
-8004922.051,5752269.031,2.792523221,-7912980.051,5760207.031,2.792523221,-8105464.051,5740363.031,2.792523221
-8004935.64,5752368.104,2.7929292,-7912993.64,5760306.104,2.7929292,-8105477.64,5740462.104,2.7929292
-8004949.229,5752467.176,2.793335119,-7913007.229,5760405.176,2.793335119,-8105491.229,5740561.176,2.793335119
-8004962.818,5752566.248,2.79374098,-7913020.818,5760504.248,2.79374098,-8105504.818,5740660.248,2.79374098
-8004976.407,5752665.321,2.794146781,-7913034.407,5760603.321,2.794146781,-8105518.407,5740759.321,2.794146781
-8004989.995,5752764.393,2.794552524,-7913047.995,5760702.393,2.794552524,-8105531.995,5740858.393,2.794552524
-8005003.584,5752863.466,2.794958208,-7913061.584,5760801.466,2.794958208,-8105545.584,5740957.466,2.794958208
-8005017.173,5752962.538,2.795363833,-7913075.173,5760900.538,2.795363833,-8105559.173,5741056.538,2.795363833
-8005030.762,5753061.611,2.795769399,-7913088.762,5760999.611,2.795769399,-8105572.762,5741155.611,2.795769399
-8005044.351,5753160.683,2.796174906,-7913102.351,5761098.683,2.796174906,-8105586.351,5741254.683,2.796174906
-8005057.94,5753259.755,2.796580354,-7913115.94,5761197.755,2.796580354,-8105599.94,5741353.755,2.796580354
-8005071.529,5753358.828,2.796985744,-7913129.529,5761296.828,2.796985744,-8105613.529,5741452.828,2.796985744
-8005085.117,5753457.9,2.797391075,-7913143.117,5761395.9,2.797391075,-8105627.117,5741551.9,2.797391075
-8005098.706,5753556.973,2.797796347,-7913156.706,5761494.973,2.797796347,-8105640.706,5741650.973,2.797796347
-8005112.295,5753656.045,2.79820156,-7913170.295,5761594.045,2.79820156,-8105654.295,5741750.045,2.79820156
-8005125.884,5753755.117,2.798606715,-7913183.884,5761693.117,2.798606715,-8105667.884,5741849.117,2.798606715
-8005139.473,5753854.19,2.799011811,-7913197.473,5761792.19,2.799011811,-8105681.473,5741948.19,2.799011811
-8005153.062,5753953.262,2.799416849,-7913211.062,5761891.262,2.799416849,-8105695.062,5742047.262,2.799416849
-8005166.65,5754052.335,2.799821828,-7913224.65,5761990.335,2.799821828,-8105708.65,5742146.335,2.799821828
-8005180.239,5754151.407,2.800226748,-7913238.239,5762089.407,2.800226748,-8105722.239,5742245.407,2.800226748
-8005193.828,5754250.48,2.80063161,-7913251.828,5762188.48,2.80063161,-8105735.828,5742344.48,2.80063161
-8005207.417,5754349.552,2.801036413,-7913265.417,5762287.552,2.801036413,-8105749.417,5742443.552,2.801036413
-8005221.006,5754448.624,2.801441158,-7913279.006,5762386.624,2.801441158,-8105763.006,5742542.624,2.801441158
-8005234.595,5754547.697,2.801845844,-7913292.595,5762485.697,2.801845844,-8105776.595,5742641.697,2.801845844
-8005248.184,5754646.769,2.802250472,-7913306.184,5762584.769,2.802250472,-8105790.184,5742740.769,2.802250472
-8005261.772,5754745.842,2.802655042,-7913319.772,5762683.842,2.802655042,-8105803.772,5742839.842,2.802655042
-8005275.361,5754844.914,2.803059553,-7913333.361,5762782.914,2.803059553,-8105817.361,5742938.914,2.803059553
-8005288.95,5754943.986,2.803464006,-7913346.95,5762881.986,2.803464006,-8105830.95,5743037.986,2.803464006
-8005302.539,5755043.059,2.8038684,-7913360.539,5762981.059,2.8038684,-8105844.539,5743137.059,2.8038684
-8005316.128,5755142.131,2.804272736,-7913374.128,5763080.131,2.804272736,-8105858.128,5743236.131,2.804272736
-8005329.717,5755241.204,2.804677014,-7913387.717,5763179.204,2.804677014,-8105871.717,5743335.204,2.804677014
-8005343.306,5755340.276,2.805081233,-7913401.306,5763278.276,2.805081233,-8105885.306,5743434.276,2.805081233
-8005356.894,5755439.348,2.805485395,-7913414.894,5763377.348,2.805485395,-8105898.894,5743533.348,2.805485395
-8005370.483,5755538.421,2.805889498,-7913428.483,5763476.421,2.805889498,-8105912.483,5743632.421,2.805889498
-8005384.072,5755637.493,2.806293543,-7913442.072,5763575.493,2.806293543,-8105926.072,5743731.493,2.806293543
-8005397.661,5755736.566,2.806697529,-7913455.661,5763674.566,2.806697529,-8105939.661,5743830.566,2.806697529
-8005411.25,5755835.638,2.807101458,-7913469.25,5763773.638,2.807101458,-8105953.25,5743929.638,2.807101458
-8005424.839,5755934.711,2.807505328,-7913482.839,5763872.711,2.807505328,-8105966.839,5744028.711,2.807505328
-8005438.427,5756033.783,2.807909141,-7913496.427,5763971.783,2.807909141,-8105980.427,5744127.783,2.807909141
-8005452.016,5756132.855,2.808312895,-7913510.016,5764070.855,2.808312895,-8105994.016,5744226.855,2.808312895
-8005465.605,5756231.928,2.808716591,-7913523.605,5764169.928,2.808716591,-8106007.605,5744325.928,2.808716591
-8005479.194,5756331,2.809120229,-7913537.194,5764269,2.809120229,-8106021.194,5744425,2.809120229
-8005492.783,5756430.073,2.80952381,-7913550.783,5764368.073,2.80952381,-8106034.783,5744524.073,2.80952381
-8005506.372,5756529.145,2.809927332,-7913564.372,5764467.145,2.809927332,-8106048.372,5744623.145,2.809927332
-8005519.961,5756628.217,2.810330796,-7913577.961,5764566.217,2.810330796,-8106061.961,5744722.217,2.810330796
-8005533.549,5756727.29,2.810734203,-7913591.549,5764665.29,2.810734203,-8106075.549,5744821.29,2.810734203
-8005547.138,5756826.362,2.811137551,-7913605.138,5764764.362,2.811137551,-8106089.138,5744920.362,2.811137551
-8005560.727,5756925.435,2.811540842,-7913618.727,5764863.435,2.811540842,-8106102.727,5745019.435,2.811540842
-8005574.316,5757024.507,2.811944075,-7913632.316,5764962.507,2.811944075,-8106116.316,5745118.507,2.811944075
-8005587.905,5757123.58,2.81234725,-7913645.905,5765061.58,2.81234725,-8106129.905,5745217.58,2.81234725
-8005601.494,5757222.652,2.812750367,-7913659.494,5765160.652,2.812750367,-8106143.494,5745316.652,2.812750367
-8005615.082,5757321.724,2.813153426,-7913673.082,5765259.724,2.813153426,-8106157.082,5745415.724,2.813153426
-8005628.671,5757420.797,2.813556428,-7913686.671,5765358.797,2.813556428,-8106170.671,5745514.797,2.813556428
-8005642.26,5757519.869,2.813959372,-7913700.26,5765457.869,2.813959372,-8106184.26,5745613.869,2.813959372
-8005655.849,5757618.942,2.814362258,-7913713.849,5765556.942,2.814362258,-8106197.849,5745712.942,2.814362258
-8005669.438,5757718.014,2.814765087,-7913727.438,5765656.014,2.814765087,-8106211.438,5745812.014,2.814765087
-8005683.027,5757817.086,2.815167858,-7913741.027,5765755.086,2.815167858,-8106225.027,5745911.086,2.815167858
-8005696.616,5757916.159,2.815570571,-7913754.616,5765854.159,2.815570571,-8106238.616,5746010.159,2.815570571
-8005710.204,5758015.231,2.815973227,-7913768.204,5765953.231,2.815973227,-8106252.204,5746109.231,2.815973227
-8005723.793,5758114.304,2.816375825,-7913781.793,5766052.304,2.816375825,-8106265.793,5746208.304,2.816375825
-8005737.382,5758213.376,2.816778366,-7913795.382,5766151.376,2.816778366,-8106279.382,5746307.376,2.816778366
-8005750.971,5758312.448,2.817180849,-7913808.971,5766250.448,2.817180849,-8106292.971,5746406.448,2.817180849
-8005764.56,5758411.521,2.817583275,-7913822.56,5766349.521,2.817583275,-8106306.56,5746505.521,2.817583275
-8005778.149,5758510.593,2.817985643,-7913836.149,5766448.593,2.817985643,-8106320.149,5746604.593,2.817985643
-8005791.738,5758609.666,2.818387954,-7913849.738,5766547.666,2.818387954,-8106333.738,5746703.666,2.818387954
-8005805.326,5758708.738,2.818790207,-7913863.326,5766646.738,2.818790207,-8106347.326,5746802.738,2.818790207
-8005818.915,5758807.811,2.819192403,-7913876.915,5766745.811,2.819192403,-8106360.915,5746901.811,2.819192403
-8005832.504,5758906.883,2.819594542,-7913890.504,5766844.883,2.819594542,-8106374.504,5747000.883,2.819594542
-8005846.093,5759005.955,2.819996623,-7913904.093,5766943.955,2.819996623,-8106388.093,5747099.955,2.819996623
-8005859.682,5759105.028,2.820398647,-7913917.682,5767043.028,2.820398647,-8106401.682,5747199.028,2.820398647
-8005873.271,5759204.1,2.820800613,-7913931.271,5767142.1,2.820800613,-8106415.271,5747298.1,2.820800613
-8005886.859,5759303.173,2.821202523,-7913944.859,5767241.173,2.821202523,-8106428.859,5747397.173,2.821202523
-8005900.448,5759402.245,2.821604375,-7913958.448,5767340.245,2.821604375,-8106442.448,5747496.245,2.821604375
-8005914.037,5759501.317,2.82200617,-7913972.037,5767439.317,2.82200617,-8106456.037,5747595.317,2.82200617
-8005927.626,5759600.39,2.822407907,-7913985.626,5767538.39,2.822407907,-8106469.626,5747694.39,2.822407907
-8005941.215,5759699.462,2.822809588,-7913999.215,5767637.462,2.822809588,-8106483.215,5747793.462,2.822809588
-8005954.804,5759798.535,2.823211211,-7914012.804,5767736.535,2.823211211,-8106496.804,5747892.535,2.823211211
-8005968.393,5759897.607,2.823612777,-7914026.393,5767835.607,2.823612777,-8106510.393,5747991.607,2.823612777
-8005981.981,5759996.68,2.824014286,-7914039.981,5767934.68,2.824014286,-8106523.981,5748090.68,2.824014286
-8005995.57,5760095.752,2.824415738,-7914053.57,5768033.752,2.824415738,-8106537.57,5748189.752,2.824415738
-8006009.159,5760194.824,2.824817133,-7914067.159,5768132.824,2.824817133,-8106551.159,5748288.824,2.824817133
-8006022.748,5760293.897,2.825218471,-7914080.748,5768231.897,2.825218471,-8106564.748,5748387.897,2.825218471
-8006036.337,5760392.969,2.825619752,-7914094.337,5768330.969,2.825619752,-8106578.337,5748486.969,2.825619752
-8006049.926,5760492.042,2.826020976,-7914107.926,5768430.042,2.826020976,-8106591.926,5748586.042,2.826020976
-8006063.514,5760591.114,2.826422143,-7914121.514,5768529.114,2.826422143,-8106605.514,5748685.114,2.826422143
-8006077.103,5760690.186,2.826823253,-7914135.103,5768628.186,2.826823253,-8106619.103,5748784.186,2.826823253
-8006090.692,5760789.259,2.827224306,-7914148.692,5768727.259,2.827224306,-8106632.692,5748883.259,2.827224306
-8006104.281,5760888.331,2.827625303,-7914162.281,5768826.331,2.827625303,-8106646.281,5748982.331,2.827625303
-8006117.87,5760987.404,2.828026242,-7914175.87,5768925.404,2.828026242,-8106659.87,5749081.404,2.828026242
-8006131.459,5761086.476,2.828427125,-7914189.459,5769024.476,2.828427125,-8106673.459,5749180.476,2.828427125
-8006145.048,5761185.548,2.828827951,-7914203.048,5769123.548,2.828827951,-8106687.048,5749279.548,2.828827951
-8006158.636,5761284.621,2.82922872,-7914216.636,5769222.621,2.82922872,-8106700.636,5749378.621,2.82922872
-8006172.225,5761383.693,2.829629432,-7914230.225,5769321.693,2.829629432,-8106714.225,5749477.693,2.829629432
-8006185.814,5761482.766,2.830030087,-7914243.814,5769420.766,2.830030087,-8106727.814,5749576.766,2.830030087
-8006199.403,5761581.838,2.830430686,-7914257.403,5769519.838,2.830430686,-8106741.403,5749675.838,2.830430686
-8006212.992,5761680.911,2.830831228,-7914270.992,5769618.911,2.830831228,-8106754.992,5749774.911,2.830831228
-8006226.581,5761779.983,2.831231714,-7914284.581,5769717.983,2.831231714,-8106768.581,5749873.983,2.831231714
-8006240.17,5761879.055,2.831632142,-7914298.17,5769817.055,2.831632142,-8106782.17,5749973.055,2.831632142
-8006253.758,5761978.128,2.832032515,-7914311.758,5769916.128,2.832032515,-8106795.758,5750072.128,2.832032515
-8006267.347,5762077.2,2.83243283,-7914325.347,5770015.2,2.83243283,-8106809.347,5750171.2,2.83243283
-8006280.936,5762176.273,2.832833089,-7914338.936,5770114.273,2.832833089,-8106822.936,5750270.273,2.832833089
-8006294.525,5762275.345,2.833233292,-7914352.525,5770213.345,2.833233292,-8106836.525,5750369.345,2.833233292
-8006308.114,5762374.417,2.833633437,-7914366.114,5770312.417,2.833633437,-8106850.114,5750468.417,2.833633437
-8006321.703,5762473.49,2.834033527,-7914379.703,5770411.49,2.834033527,-8106863.703,5750567.49,2.834033527
-8006335.291,5762572.562,2.83443356,-7914393.291,5770510.562,2.83443356,-8106877.291,5750666.562,2.83443356
-8006348.88,5762671.635,2.834833536,-7914406.88,5770609.635,2.834833536,-8106890.88,5750765.635,2.834833536
-8006362.469,5762770.707,2.835233456,-7914420.469,5770708.707,2.835233456,-8106904.469,5750864.707,2.835233456
-8006376.058,5762869.78,2.83563332,-7914434.058,5770807.78,2.83563332,-8106918.058,5750963.78,2.83563332
