Central Profile,,,Eastern Profile,,,Western Profile,,
-7975135.295,5535102.3,1.681566056,-7883193.295,5543040.3,1.681566056,-8075677.295,5523196.3,1.681566056
-7975148.883,5535201.372,1.682240165,-7883206.883,5543139.372,1.682240165,-8075690.883,5523295.372,1.682240165
-7975162.472,5535300.445,1.682914004,-7883220.472,5543238.445,1.682914004,-8075704.472,5523394.445,1.682914004
-7975176.061,5535399.517,1.683587574,-7883234.061,5543337.517,1.683587574,-8075718.061,5523493.517,1.683587574
-7975189.65,5535498.59,1.684260875,-7883247.65,5543436.59,1.684260875,-8075731.65,5523592.59,1.684260875
-7975203.239,5535597.662,1.684933906,-7883261.239,5543535.662,1.684933906,-8075745.239,5523691.662,1.684933906
-7975216.828,5535696.735,1.685606669,-7883274.828,5543634.735,1.685606669,-8075758.828,5523790.735,1.685606669
-7975230.416,5535795.807,1.686279163,-7883288.416,5543733.807,1.686279163,-8075772.416,5523889.807,1.686279163
-7975244.005,5535894.879,1.686951389,-7883302.005,5543832.879,1.686951389,-8075786.005,5523988.879,1.686951389
-7975257.594,5535993.952,1.687623347,-7883315.594,5543931.952,1.687623347,-8075799.594,5524087.952,1.687623347
-7975271.183,5536093.024,1.688295038,-7883329.183,5544031.024,1.688295038,-8075813.183,5524187.024,1.688295038
-7975284.772,5536192.097,1.688966462,-7883342.772,5544130.097,1.688966462,-8075826.772,5524286.097,1.688966462
-7975298.361,5536291.169,1.689637619,-7883356.361,5544229.169,1.689637619,-8075840.361,5524385.169,1.689637619
-7975311.95,5536390.241,1.690308509,-7883369.95,5544328.241,1.690308509,-8075853.95,5524484.241,1.690308509
-7975325.538,5536489.314,1.690979134,-7883383.538,5544427.314,1.690979134,-8075867.538,5524583.314,1.690979134
-7975339.127,5536588.386,1.691649492,-7883397.127,5544526.386,1.691649492,-8075881.127,5524682.386,1.691649492
-7975352.716,5536687.459,1.692319585,-7883410.716,5544625.459,1.692319585,-8075894.716,5524781.459,1.692319585
-7975366.305,5536786.531,1.692989413,-7883424.305,5544724.531,1.692989413,-8075908.305,5524880.531,1.692989413
-7975379.894,5536885.604,1.693658976,-7883437.894,5544823.604,1.693658976,-8075921.894,5524979.604,1.693658976
-7975393.483,5536984.676,1.694328274,-7883451.483,5544922.676,1.694328274,-8075935.483,5525078.676,1.694328274
-7975407.071,5537083.748,1.694997308,-7883465.071,5545021.748,1.694997308,-8075949.071,5525177.748,1.694997308
-7975420.66,5537182.821,1.695666078,-7883478.66,5545120.821,1.695666078,-8075962.66,5525276.821,1.695666078
-7975434.249,5537281.893,1.696334584,-7883492.249,5545219.893,1.696334584,-8075976.249,5525375.893,1.696334584
-7975447.838,5537380.966,1.697002827,-7883505.838,5545318.966,1.697002827,-8075989.838,5525474.966,1.697002827
-7975461.427,5537480.038,1.697670807,-7883519.427,5545418.038,1.697670807,-8076003.427,5525574.038,1.697670807
-7975475.016,5537579.11,1.698338524,-7883533.016,5545517.11,1.698338524,-8076017.016,5525673.11,1.698338524
-7975488.605,5537678.183,1.699005979,-7883546.605,5545616.183,1.699005979,-8076030.605,5525772.183,1.699005979
-7975502.193,5537777.255,1.699673171,-7883560.193,5545715.255,1.699673171,-8076044.193,5525871.255,1.699673171
-7975515.782,5537876.328,1.700340102,-7883573.782,5545814.328,1.700340102,-8076057.782,5525970.328,1.700340102
-7975529.371,5537975.4,1.701006771,-7883587.371,5545913.4,1.701006771,-8076071.371,5526069.4,1.701006771
-7975542.96,5538074.472,1.70167318,-7883600.96,5546012.472,1.70167318,-8076084.96,5526168.472,1.70167318
-7975556.549,5538173.545,1.702339327,-7883614.549,5546111.545,1.702339327,-8076098.549,5526267.545,1.702339327
-7975570.138,5538272.617,1.703005214,-7883628.138,5546210.617,1.703005214,-8076112.138,5526366.617,1.703005214
-7975583.727,5538371.69,1.70367084,-7883641.727,5546309.69,1.70367084,-8076125.727,5526465.69,1.70367084
-7975597.315,5538470.762,1.704336206,-7883655.315,5546408.762,1.704336206,-8076139.315,5526564.762,1.704336206
-7975610.904,5538569.835,1.705001313,-7883668.904,5546507.835,1.705001313,-8076152.904,5526663.835,1.705001313
-7975624.493,5538668.907,1.705666161,-7883682.493,5546606.907,1.705666161,-8076166.493,5526762.907,1.705666161
-7975638.082,5538767.979,1.706330749,-7883696.082,5546705.979,1.706330749,-8076180.082,5526861.979,1.706330749
-7975651.671,5538867.052,1.706995079,-7883709.671,5546805.052,1.706995079,-8076193.671,5526961.052,1.706995079
-7975665.26,5538966.124,1.70765915,-7883723.26,5546904.124,1.70765915,-8076207.26,5527060.124,1.70765915
-7975678.848,5539065.197,1.708322963,-7883736.848,5547003.197,1.708322963,-8076220.848,5527159.197,1.708322963
-7975692.437,5539164.269,1.708986519,-7883750.437,5547102.269,1.708986519,-8076234.437,5527258.269,1.708986519
-7975706.026,5539263.341,1.709649816,-7883764.026,5547201.341,1.709649816,-8076248.026,5527357.341,1.709649816
-7975719.615,5539362.414,1.710312857,-7883777.615,5547300.414,1.710312857,-8076261.615,5527456.414,1.710312857
-7975733.204,5539461.486,1.71097564,-7883791.204,5547399.486,1.71097564,-8076275.204,5527555.486,1.71097564
-7975746.793,5539560.559,1.711638167,-7883804.793,5547498.559,1.711638167,-8076288.793,5527654.559,1.711638167
-7975760.382,5539659.631,1.712300438,-7883818.382,5547597.631,1.712300438,-8076302.382,5527753.631,1.712300438
-7975773.97,5539758.704,1.712962452,-7883831.97,5547696.704,1.712962452,-8076315.97,5527852.704,1.712962452
-7975787.559,5539857.776,1.713624211,-7883845.559,5547795.776,1.713624211,-8076329.559,5527951.776,1.713624211
-7975801.148,5539956.848,1.714285714,-7883859.148,5547894.848,1.714285714,-8076343.148,5528050.848,1.714285714
-7975814.737,5540055.921,1.714946962,-7883872.737,5547993.921,1.714946962,-8076356.737,5528149.921,1.714946962
-7975828.326,5540154.993,1.715607956,-7883886.326,5548092.993,1.715607956,-8076370.326,5528248.993,1.715607956
-7975841.915,5540254.066,1.716268694,-7883899.915,5548192.066,1.716268694,-8076383.915,5528348.066,1.716268694
-7975855.504,5540353.138,1.716929179,-7883913.504,5548291.138,1.716929179,-8076397.504,5528447.138,1.716929179
-7975869.092,5540452.21,1.717589409,-7883927.092,5548390.21,1.717589409,-8076411.092,5528546.21,1.717589409
-7975882.681,5540551.283,1.718249386,-7883940.681,5548489.283,1.718249386,-8076424.681,5528645.283,1.718249386
-7975896.27,5540650.355,1.718909109,-7883954.27,5548588.355,1.718909109,-8076438.27,5528744.355,1.718909109
-7975909.859,5540749.428,1.71956858,-7883967.859,5548687.428,1.71956858,-8076451.859,5528843.428,1.71956858
-7975923.448,5540848.5,1.720227797,-7883981.448,5548786.5,1.720227797,-8076465.448,5528942.5,1.720227797
-7975937.037,5540947.572,1.720886762,-7883995.037,5548885.572,1.720886762,-8076479.037,5529041.572,1.720886762
-7975950.625,5541046.645,1.721545475,-7884008.625,5548984.645,1.721545475,-8076492.625,5529140.645,1.721545475
-7975964.214,5541145.717,1.722203935,-7884022.214,5549083.717,1.722203935,-8076506.214,5529239.717,1.722203935
-7975977.803,5541244.79,1.722862144,-7884035.803,5549182.79,1.722862144,-8076519.803,5529338.79,1.722862144
-7975991.392,5541343.862,1.723520102,-7884049.392,5549281.862,1.723520102,-8076533.392,5529437.862,1.723520102
-7976004.981,5541442.935,1.724177809,-7884062.981,5549380.935,1.724177809,-8076546.981,5529536.935,1.724177809
-7976018.57,5541542.007,1.724835264,-7884076.57,5549480.007,1.724835264,-8076560.57,5529636.007,1.724835264
-7976032.159,5541641.079,1.72549247,-7884090.159,5549579.079,1.72549247,-8076574.159,5529735.079,1.72549247
-7976045.747,5541740.152,1.726149425,-7884103.747,5549678.152,1.726149425,-8076587.747,5529834.152,1.726149425
-7976059.336,5541839.224,1.72680613,-7884117.336,5549777.224,1.72680613,-8076601.336,5529933.224,1.72680613
-7976072.925,5541938.297,1.727462585,-7884130.925,5549876.297,1.727462585,-8076614.925,5530032.297,1.727462585
-7976086.514,5542037.369,1.728118792,-7884144.514,5549975.369,1.728118792,-8076628.514,5530131.369,1.728118792
-7976100.103,5542136.441,1.728774749,-7884158.103,5550074.441,1.728774749,-8076642.103,5530230.441,1.728774749
-7976113.692,5542235.514,1.729430457,-7884171.692,5550173.514,1.729430457,-8076655.692,5530329.514,1.729430457
-7976127.28,5542334.586,1.730085917,-7884185.28,5550272.586,1.730085917,-8076669.28,5530428.586,1.730085917
-7976140.869,5542433.659,1.730741128,-7884198.869,5550371.659,1.730741128,-8076682.869,5530527.659,1.730741128
-7976154.458,5542532.731,1.731396092,-7884212.458,5550470.731,1.731396092,-8076696.458,5530626.731,1.731396092
-7976168.047,5542631.804,1.732050808,-7884226.047,5550569.804,1.732050808,-8076710.047,5530725.804,1.732050808
-7976181.636,5542730.876,1.732705276,-7884239.636,5550668.876,1.732705276,-8076723.636,5530824.876,1.732705276
-7976195.225,5542829.948,1.733359497,-7884253.225,5550767.948,1.733359497,-8076737.225,5530923.948,1.733359497
-7976208.814,5542929.021,1.734013472,-7884266.814,5550867.021,1.734013472,-8076750.814,5531023.021,1.734013472
-7976222.402,5543028.093,1.7346672,-7884280.402,5550966.093,1.7346672,-8076764.402,5531122.093,1.7346672
-7976235.991,5543127.166,1.735320682,-7884293.991,5551065.166,1.735320682,-8076777.991,5531221.166,1.735320682
-7976249.58,5543226.238,1.735973917,-7884307.58,5551164.238,1.735973917,-8076791.58,5531320.238,1.735973917
-7976263.169,5543325.31,1.736626908,-7884321.169,5551263.31,1.736626908,-8076805.169,5531419.31,1.736626908
-7976276.758,5543424.383,1.737279652,-7884334.758,5551362.383,1.737279652,-8076818.758,5531518.383,1.737279652
-7976290.347,5543523.455,1.737932152,-7884348.347,5551461.455,1.737932152,-8076832.347,5531617.455,1.737932152
-7976303.936,5543622.528,1.738584406,-7884361.936,5551560.528,1.738584406,-8076845.936,5531716.528,1.738584406
-7976317.524,5543721.6,1.739236416,-7884375.524,5551659.6,1.739236416,-8076859.524,5531815.6,1.739236416
-7976331.113,5543820.672,1.739888182,-7884389.113,5551758.672,1.739888182,-8076873.113,5531914.672,1.739888182
-7976344.702,5543919.745,1.740539703,-7884402.702,5551857.745,1.740539703,-8076886.702,5532013.745,1.740539703
-7976358.291,5544018.817,1.741190981,-7884416.291,5551956.817,1.741190981,-8076900.291,5532112.817,1.741190981
-7976371.88,5544117.89,1.741842015,-7884429.88,5552055.89,1.741842015,-8076913.88,5532211.89,1.741842015
-7976385.469,5544216.962,1.742492806,-7884443.469,5552154.962,1.742492806,-8076927.469,5532310.962,1.742492806
-7976399.057,5544316.035,1.743143354,-7884457.057,5552254.035,1.743143354,-8076941.057,5532410.035,1.743143354
-7976412.646,5544415.107,1.743793659,-7884470.646,5552353.107,1.743793659,-8076954.646,5532509.107,1.743793659
-7976426.235,5544514.179,1.744443722,-7884484.235,5552452.179,1.744443722,-8076968.235,5532608.179,1.744443722
-7976439.824,5544613.252,1.745093543,-7884497.824,5552551.252,1.745093543,-8076981.824,5532707.252,1.745093543
-7976453.413,5544712.324,1.745743122,-7884511.413,5552650.324,1.745743122,-8076995.413,5532806.324,1.745743122
-7976467.002,5544811.397,1.746392459,-7884525.002,5552749.397,1.746392459,-8077009.002,5532905.397,1.746392459
-7976480.591,5544910.469,1.747041555,-7884538.591,5552848.469,1.747041555,-8077022.591,5533004.469,1.747041555
-7976494.179,5545009.541,1.74769041,-7884552.179,5552947.541,1.74769041,-8077036.179,5533103.541,1.74769041
-7976507.768,5545108.614,1.748339024,-7884565.768,5553046.614,1.748339024,-8077049.768,5533202.614,1.748339024
-7976521.357,5545207.686,1.748987397,-7884579.357,5553145.686,1.748987397,-8077063.357,5533301.686,1.748987397
-7976534.946,5545306.759,1.749635531,-7884592.946,5553244.759,1.749635531,-8077076.946,5533400.759,1.749635531
-7976548.535,5545405.831,1.750283424,-7884606.535,5553343.831,1.750283424,-8077090.535,5533499.831,1.750283424
-7976562.124,5545504.904,1.750931077,-7884620.124,5553442.904,1.750931077,-8077104.124,5533598.904,1.750931077
-7976575.712,5545603.976,1.751578491,-7884633.712,5553541.976,1.751578491,-8077117.712,5533697.976,1.751578491
-7976589.301,5545703.048,1.752225666,-7884647.301,5553641.048,1.752225666,-8077131.301,5533797.048,1.752225666
-7976602.89,5545802.121,1.752872602,-7884660.89,5553740.121,1.752872602,-8077144.89,5533896.121,1.752872602
-7976616.479,5545901.193,1.753519299,-7884674.479,5553839.193,1.753519299,-8077158.479,5533995.193,1.753519299
-7976630.068,5546000.266,1.754165758,-7884688.068,5553938.266,1.754165758,-8077172.068,5534094.266,1.754165758
-7976643.657,5546099.338,1.754811978,-7884701.657,5554037.338,1.754811978,-8077185.657,5534193.338,1.754811978
-7976657.246,5546198.41,1.755457961,-7884715.246,5554136.41,1.755457961,-8077199.246,5534292.41,1.755457961
-7976670.834,5546297.483,1.756103706,-7884728.834,5554235.483,1.756103706,-8077212.834,5534391.483,1.756103706
-7976684.423,5546396.555,1.756749214,-7884742.423,5554334.555,1.756749214,-8077226.423,5534490.555,1.756749214
-7976698.012,5546495.628,1.757394484,-7884756.012,5554433.628,1.757394484,-8077240.012,5534589.628,1.757394484
-7976711.601,5546594.7,1.758039518,-7884769.601,5554532.7,1.758039518,-8077253.601,5534688.7,1.758039518
-7976725.19,5546693.772,1.758684315,-7884783.19,5554631.772,1.758684315,-8077267.19,5534787.772,1.758684315
-7976738.779,5546792.845,1.759328876,-7884796.779,5554730.845,1.759328876,-8077280.779,5534886.845,1.759328876
-7976752.368,5546891.917,1.759973201,-7884810.368,5554829.917,1.759973201,-8077294.368,5534985.917,1.759973201
-7976765.956,5546990.99,1.76061729,-7884823.956,5554928.99,1.76061729,-8077307.956,5535084.99,1.76061729
-7976779.545,5547090.062,1.761261144,-7884837.545,5555028.062,1.761261144,-8077321.545,5535184.062,1.761261144
-7976793.134,5547189.135,1.761904762,-7884851.134,5555127.135,1.761904762,-8077335.134,5535283.135,1.761904762
-7976806.723,5547288.207,1.762548145,-7884864.723,5555226.207,1.762548145,-8077348.723,5535382.207,1.762548145
-7976820.312,5547387.279,1.763191293,-7884878.312,5555325.279,1.763191293,-8077362.312,5535481.279,1.763191293
-7976833.901,5547486.352,1.763834207,-7884891.901,5555424.352,1.763834207,-8077375.901,5535580.352,1.763834207
-7976847.489,5547585.424,1.764476887,-7884905.489,5555523.424,1.764476887,-8077389.489,5535679.424,1.764476887
-7976861.078,5547684.497,1.765119333,-7884919.078,5555622.497,1.765119333,-8077403.078,5535778.497,1.765119333
-7976874.667,5547783.569,1.765761545,-7884932.667,5555721.569,1.765761545,-8077416.667,5535877.569,1.765761545
-7976888.256,5547882.641,1.766403523,-7884946.256,5555820.641,1.766403523,-8077430.256,5535976.641,1.766403523
-7976901.845,5547981.714,1.767045268,-7884959.845,5555919.714,1.767045268,-8077443.845,5536075.714,1.767045268
-7976915.434,5548080.786,1.76768678,-7884973.434,5556018.786,1.76768678,-8077457.434,5536174.786,1.76768678
-7976929.023,5548179.859,1.76832806,-7884987.023,5556117.859,1.76832806,-8077471.023,5536273.859,1.76832806
-7976942.611,5548278.931,1.768969107,-7885000.611,5556216.931,1.768969107,-8077484.611,5536372.931,1.768969107
-7976956.2,5548378.004,1.769609922,-7885014.2,5556316.004,1.769609922,-8077498.2,5536472.004,1.769609922
-7976969.789,5548477.076,1.770250504,-7885027.789,5556415.076,1.770250504,-8077511.789,5536571.076,1.770250504
-7976983.378,5548576.148,1.770890855,-7885041.378,5556514.148,1.770890855,-8077525.378,5536670.148,1.770890855
-7976996.967,5548675.221,1.771530975,-7885054.967,5556613.221,1.771530975,-8077538.967,5536769.221,1.771530975
-7977010.556,5548774.293,1.772170863,-7885068.556,5556712.293,1.772170863,-8077552.556,5536868.293,1.772170863
-7977024.145,5548873.366,1.772810521,-7885082.145,5556811.366,1.772810521,-8077566.145,5536967.366,1.772810521
-7977037.733,5548972.438,1.773449948,-7885095.733,5556910.438,1.773449948,-8077579.733,5537066.438,1.773449948
-7977051.322,5549071.51,1.774089144,-7885109.322,5557009.51,1.774089144,-8077593.322,5537165.51,1.774089144
-7977064.911,5549170.583,1.77472811,-7885122.911,5557108.583,1.77472811,-8077606.911,5537264.583,1.77472811
-7977078.5,5549269.655,1.775366846,-7885136.5,5557207.655,1.775366846,-8077620.5,5537363.655,1.775366846
-7977092.089,5549368.728,1.776005352,-7885150.089,5557306.728,1.776005352,-8077634.089,5537462.728,1.776005352
-7977105.678,5549467.8,1.776643629,-7885163.678,5557405.8,1.776643629,-8077647.678,5537561.8,1.776643629
-7977119.266,5549566.872,1.777281677,-7885177.266,5557504.872,1.777281677,-8077661.266,5537660.872,1.777281677
-7977132.855,5549665.945,1.777919495,-7885190.855,5557603.945,1.777919495,-8077674.855,5537759.945,1.777919495
-7977146.444,5549765.017,1.778557085,-7885204.444,5557703.017,1.778557085,-8077688.444,5537859.017,1.778557085
-7977160.033,5549864.09,1.779194447,-7885218.033,5557802.09,1.779194447,-8077702.033,5537958.09,1.779194447
-7977173.622,5549963.162,1.77983158,-7885231.622,5557901.162,1.77983158,-8077715.622,5538057.162,1.77983158
-7977187.211,5550062.235,1.780468485,-7885245.211,5558000.235,1.780468485,-8077729.211,5538156.235,1.780468485
-7977200.8,5550161.307,1.781105163,-7885258.8,5558099.307,1.781105163,-8077742.8,5538255.307,1.781105163
-7977214.388,5550260.379,1.781741613,-7885272.388,5558198.379,1.781741613,-8077756.388,5538354.379,1.781741613
-7977227.977,5550359.452,1.782377835,-7885285.977,5558297.452,1.782377835,-8077769.977,5538453.452,1.782377835
-7977241.566,5550458.524,1.783013831,-7885299.566,5558396.524,1.783013831,-8077783.566,5538552.524,1.783013831
-7977255.155,5550557.597,1.7836496,-7885313.155,5558495.597,1.7836496,-8077797.155,5538651.597,1.7836496
-7977268.744,5550656.669,1.784285142,-7885326.744,5558594.669,1.784285142,-8077810.744,5538750.669,1.784285142
-7977282.333,5550755.741,1.784920458,-7885340.333,5558693.741,1.784920458,-8077824.333,5538849.741,1.784920458
-7977295.921,5550854.814,1.785555549,-7885353.921,5558792.814,1.785555549,-8077837.921,5538948.814,1.785555549
-7977309.51,5550953.886,1.786190413,-7885367.51,5558891.886,1.786190413,-8077851.51,5539047.886,1.786190413
-7977323.099,5551052.959,1.786825051,-7885381.099,5558990.959,1.786825051,-8077865.099,5539146.959,1.786825051
-7977336.688,5551152.031,1.787459465,-7885394.688,5559090.031,1.787459465,-8077878.688,5539246.031,1.787459465
-7977350.277,5551251.104,1.788093653,-7885408.277,5559189.104,1.788093653,-8077892.277,5539345.104,1.788093653
-7977363.866,5551350.176,1.788727616,-7885421.866,5559288.176,1.788727616,-8077905.866,5539444.176,1.788727616
-7977377.455,5551449.248,1.789361355,-7885435.455,5559387.248,1.789361355,-8077919.455,5539543.248,1.789361355
-7977391.043,5551548.321,1.789994869,-7885449.043,5559486.321,1.789994869,-8077933.043,5539642.321,1.789994869
-7977404.632,5551647.393,1.79062816,-7885462.632,5559585.393,1.79062816,-8077946.632,5539741.393,1.79062816
-7977418.221,5551746.466,1.791261226,-7885476.221,5559684.466,1.791261226,-8077960.221,5539840.466,1.791261226
-7977431.81,5551845.538,1.791894069,-7885489.81,5559783.538,1.791894069,-8077973.81,5539939.538,1.791894069
-7977445.399,5551944.61,1.792526688,-7885503.399,5559882.61,1.792526688,-8077987.399,5540038.61,1.792526688
-7977458.988,5552043.683,1.793159084,-7885516.988,5559981.683,1.793159084,-8078000.988,5540137.683,1.793159084
-7977472.577,5552142.755,1.793791257,-7885530.577,5560080.755,1.793791257,-8078014.577,5540236.755,1.793791257
-7977486.165,5552241.828,1.794423208,-7885544.165,5560179.828,1.794423208,-8078028.165,5540335.828,1.794423208
-7977499.754,5552340.9,1.795054936,-7885557.754,5560278.9,1.795054936,-8078041.754,5540434.9,1.795054936
-7977513.343,5552439.973,1.795686441,-7885571.343,5560377.973,1.795686441,-8078055.343,5540533.973,1.795686441
-7977526.932,5552539.045,1.796317725,-7885584.932,5560477.045,1.796317725,-8078068.932,5540633.045,1.796317725
-7977540.521,5552638.117,1.796948787,-7885598.521,5560576.117,1.796948787,-8078082.521,5540732.117,1.796948787
-7977554.11,5552737.19,1.797579627,-7885612.11,5560675.19,1.797579627,-8078096.11,5540831.19,1.797579627
-7977567.698,5552836.262,1.798210247,-7885625.698,5560774.262,1.798210247,-8078109.698,5540930.262,1.798210247
-7977581.287,5552935.335,1.798840645,-7885639.287,5560873.335,1.798840645,-8078123.287,5541029.335,1.798840645
-7977594.876,5553034.407,1.799470822,-7885652.876,5560972.407,1.799470822,-8078136.876,5541128.407,1.799470822
-7977608.465,5553133.479,1.800100778,-7885666.465,5561071.479,1.800100778,-8078150.465,5541227.479,1.800100778
-7977622.054,5553232.552,1.800730514,-7885680.054,5561170.552,1.800730514,-8078164.054,5541326.552,1.800730514
-7977635.643,5553331.624,1.80136003,-7885693.643,5561269.624,1.80136003,-8078177.643,5541425.624,1.80136003
-7977649.232,5553430.697,1.801989327,-7885707.232,5561368.697,1.801989327,-8078191.232,5541524.697,1.801989327
-7977662.82,5553529.769,1.802618403,-7885720.82,5561467.769,1.802618403,-8078204.82,5541623.769,1.802618403
-7977676.409,5553628.841,1.80324726,-7885734.409,5561566.841,1.80324726,-8078218.409,5541722.841,1.80324726
-7977689.998,5553727.914,1.803875898,-7885747.998,5561665.914,1.803875898,-8078231.998,5541821.914,1.803875898
-7977703.587,5553826.986,1.804504316,-7885761.587,5561764.986,1.804504316,-8078245.587,5541920.986,1.804504316
-7977717.176,5553926.059,1.805132516,-7885775.176,5561864.059,1.805132516,-8078259.176,5542020.059,1.805132516
-7977730.765,5554025.131,1.805760498,-7885788.765,5561963.131,1.805760498,-8078272.765,5542119.131,1.805760498
-7977744.353,5554124.204,1.806388261,-7885802.353,5562062.204,1.806388261,-8078286.353,5542218.204,1.806388261
-7977757.942,5554223.276,1.807015806,-7885815.942,5562161.276,1.807015806,-8078299.942,5542317.276,1.807015806
-7977771.531,5554322.348,1.807643133,-7885829.531,5562260.348,1.807643133,-8078313.531,5542416.348,1.807643133
-7977785.12,5554421.421,1.808270242,-7885843.12,5562359.421,1.808270242,-8078327.12,5542515.421,1.808270242
-7977798.709,5554520.493,1.808897135,-7885856.709,5562458.493,1.808897135,-8078340.709,5542614.493,1.808897135
-7977812.298,5554619.566,1.80952381,-7885870.298,5562557.566,1.80952381,-8078354.298,5542713.566,1.80952381
-7977825.887,5554718.638,1.810150267,-7885883.887,5562656.638,1.810150267,-8078367.887,5542812.638,1.810150267
-7977839.475,5554817.71,1.810776509,-7885897.475,5562755.71,1.810776509,-8078381.475,5542911.71,1.810776509
-7977853.064,5554916.783,1.811402533,-7885911.064,5562854.783,1.811402533,-8078395.064,5543010.783,1.811402533
-7977866.653,5555015.855,1.812028342,-7885924.653,5562953.855,1.812028342,-8078408.653,5543109.855,1.812028342
-7977880.242,5555114.928,1.812653934,-7885938.242,5563052.928,1.812653934,-8078422.242,5543208.928,1.812653934
-7977893.831,5555214,1.813279311,-7885951.831,5563152,1.813279311,-8078435.831,5543308,1.813279311
-7977907.42,5555313.073,1.813904472,-7885965.42,5563251.073,1.813904472,-8078449.42,5543407.073,1.813904472
-7977921.009,5555412.145,1.814529417,-7885979.009,5563350.145,1.814529417,-8078463.009,5543506.145,1.814529417
-7977934.597,5555511.217,1.815154148,-7885992.597,5563449.217,1.815154148,-8078476.597,5543605.217,1.815154148
-7977948.186,5555610.29,1.815778663,-7886006.186,5563548.29,1.815778663,-8078490.186,5543704.29,1.815778663
-7977961.775,5555709.362,1.816402964,-7886019.775,5563647.362,1.816402964,-8078503.775,5543803.362,1.816402964
-7977975.364,5555808.435,1.81702705,-7886033.364,5563746.435,1.81702705,-8078517.364,5543902.435,1.81702705
-7977988.953,5555907.507,1.817650922,-7886046.953,5563845.507,1.817650922,-8078530.953,5544001.507,1.817650922
-7978002.542,5556006.579,1.81827458,-7886060.542,5563944.579,1.81827458,-8078544.542,5544100.579,1.81827458
-7978016.13,5556105.652,1.818898024,-7886074.13,5564043.652,1.818898024,-8078558.13,5544199.652,1.818898024
-7978029.719,5556204.724,1.819521255,-7886087.719,5564142.724,1.819521255,-8078571.719,5544298.724,1.819521255
-7978043.308,5556303.797,1.820144272,-7886101.308,5564241.797,1.820144272,-8078585.308,5544397.797,1.820144272
-7978056.897,5556402.869,1.820767076,-7886114.897,5564340.869,1.820767076,-8078598.897,5544496.869,1.820767076
-7978070.486,5556501.941,1.821389667,-7886128.486,5564439.941,1.821389667,-8078612.486,5544595.941,1.821389667
-7978084.075,5556601.014,1.822012045,-7886142.075,5564539.014,1.822012045,-8078626.075,5544695.014,1.822012045
-7978097.664,5556700.086,1.82263421,-7886155.664,5564638.086,1.82263421,-8078639.664,5544794.086,1.82263421
-7978111.252,5556799.159,1.823256164,-7886169.252,5564737.159,1.823256164,-8078653.252,5544893.159,1.823256164
-7978124.841,5556898.231,1.823877905,-7886182.841,5564836.231,1.823877905,-8078666.841,5544992.231,1.823877905
-7978138.43,5556997.304,1.824499434,-7886196.43,5564935.304,1.824499434,-8078680.43,5545091.304,1.824499434
-7978152.019,5557096.376,1.825120752,-7886210.019,5565034.376,1.825120752,-8078694.019,5545190.376,1.825120752
-7978165.608,5557195.448,1.825741858,-7886223.608,5565133.448,1.825741858,-8078707.608,5545289.448,1.825741858
-7978179.197,5557294.521,1.826362753,-7886237.197,5565232.521,1.826362753,-8078721.197,5545388.521,1.826362753
-7978192.786,5557393.593,1.826983437,-7886250.786,5565331.593,1.826983437,-8078734.786,5545487.593,1.826983437
-7978206.374,5557492.666,1.827603911,-7886264.374,5565430.666,1.827603911,-8078748.374,5545586.666,1.827603911
-7978219.963,5557591.738,1.828224173,-7886277.963,5565529.738,1.828224173,-8078761.963,5545685.738,1.828224173
-7978233.552,5557690.81,1.828844226,-7886291.552,5565628.81,1.828844226,-8078775.552,5545784.81,1.828844226
-7978247.141,5557789.883,1.829464068,-7886305.141,5565727.883,1.829464068,-8078789.141,5545883.883,1.829464068
-7978260.73,5557888.955,1.8300837,-7886318.73,5565826.955,1.8300837,-8078802.73,5545982.955,1.8300837
-7978274.319,5557988.028,1.830703123,-7886332.319,5565926.028,1.830703123,-8078816.319,5546082.028,1.830703123
-7978287.907,5558087.1,1.831322336,-7886345.907,5566025.1,1.831322336,-8078829.907,5546181.1,1.831322336
-7978301.496,5558186.173,1.831941339,-7886359.496,5566124.173,1.831941339,-8078843.496,5546280.173,1.831941339
-7978315.085,5558285.245,1.832560134,-7886373.085,5566223.245,1.832560134,-8078857.085,5546379.245,1.832560134
-7978328.674,5558384.317,1.83317872,-7886386.674,5566322.317,1.83317872,-8078870.674,5546478.317,1.83317872
-7978342.263,5558483.39,1.833797097,-7886400.263,5566421.39,1.833797097,-8078884.263,5546577.39,1.833797097
-7978355.852,5558582.462,1.834415265,-7886413.852,5566520.462,1.834415265,-8078897.852,5546676.462,1.834415265
-7978369.441,5558681.535,1.835033226,-7886427.441,5566619.535,1.835033226,-8078911.441,5546775.535,1.835033226
-7978383.029,5558780.607,1.835650978,-7886441.029,5566718.607,1.835650978,-8078925.029,5546874.607,1.835650978
-7978396.618,5558879.679,1.836268522,-7886454.618,5566817.679,1.836268522,-8078938.618,5546973.679,1.836268522
-7978410.207,5558978.752,1.836885859,-7886468.207,5566916.752,1.836885859,-8078952.207,5547072.752,1.836885859
-7978423.796,5559077.824,1.837502989,-7886481.796,5567015.824,1.837502989,-8078965.796,5547171.824,1.837502989
-7978437.385,5559176.897,1.838119911,-7886495.385,5567114.897,1.838119911,-8078979.385,5547270.897,1.838119911
-7978450.974,5559275.969,1.838736626,-7886508.974,5567213.969,1.838736626,-8078992.974,5547369.969,1.838736626
